Description,Price Was,Price,Percent Off,Rating,Review Count,URL
"5MoonSun5's Pirate Brass Telescope, Spyglass Collapsible Decorative Telescope with Glass Optics for Kids Travel, Hunting, Navigation with High Resolution, with Lid Finish by Black Antique 17 inch",,$70.00,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/5MoonSun5s-Collapsible-Decorative-Navigation-Resolution/dp/B08LVCYB71/ref=sr_1_275?keywords=telescope&qid=1671541587&sr=8-275
"30x50 Monocular, Monocular Telescope for Smartphone, Portable Telescope, High Definition Handheld Telescope with Smartphone Holder & Adjustable Tripod, Monocular for Hunting Bird Watching",,$79.37,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/Monocular-Telescope-Smartphone-Definition-Adjustable/dp/B0BDRRSCMG/ref=sr_1_276?keywords=telescope&qid=1671541587&sr=8-276
Carson Red Planet Series 25-56x80mm Refractor Telescope with Universal Smartphone Digiscoping Adapter (RP-200SP),,$374.70,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Carson-25-56x80mm-Smartphone-Digiscoping-RP-200SP/dp/B015MS4CEE/ref=sr_1_277?keywords=telescope&qid=1671541587&sr=8-277
"Astronomical Telescope, 80mm Aperture 500mm Focals Length Astronomy Refractor Monocular Telescopes with Tripod, 2 x Eyepiece and Carry Bag for Children Adults Educational",,$246.76,0%,No reviews,0,https://www.amazon.ca/Astronomical-Telescope-Astronomy-Telescopes-Educational/dp/B08D3MPY1M/ref=sr_1_278?keywords=telescope&qid=1671541587&sr=8-278
"Bushnell Legend Ultra HD Monocular, Black, 10 x 42-mm",,$288.50,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Bushnell-Legend-Ultra-Monocular-Black/dp/B006U3ZIVC/ref=sr_1_279?keywords=telescope&qid=1671541587&sr=8-279
"Monocular Telescope 10-30X50 High Powered for Bird Watching Hunting Camping Travelling HD BAK4 Prism FMC Zoom Monoculars for Adults with Smartphone Adapter &Tripod, Hiking Hunting Gifts",,$135.59,0%,3.5 out of 5 stars,3.5,https://www.amazon.ca/Monocular-Telescope-Travelling-Monoculars-Smartphone/dp/B09XMJMNYK/ref=sr_1_280?keywords=telescope&qid=1671541587&sr=8-280
"Gosky Deluxe Telescope Camera Adapter Kit for Sony E-Mount (Mirrorless) Cameras (E-Mount - Including NEX, A7 & VG Series)- for Telescope Prime Focus and Eyepiece Projection Photography",,$75.96,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Gosky-Telescope-Adapter-Mirrorless-Cameras/dp/B01JFRXMWQ/ref=sr_1_281?keywords=telescope&qid=1671541587&sr=8-281
Scope Cloak Refractor Reflector Telescope Cover Weatherproof for Outside Telescope Cover Outdoor with Adjustable Drawstring Zipper Waterproof Telescope Protector,,$56.87,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/Refractor-Weatherproof-Adjustable-Drawstring-Waterproof/dp/B09LM99YMJ/ref=sr_1_282?keywords=telescope&qid=1671541587&sr=8-282
Bushnell Trophy Rifle Scope with Multi-X Reticle,$169.98,$159.27,-6.3%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Bushnell-Trophy-Rifle-Multi-X-Reticle/dp/B01BFYA6G2/ref=sr_1_283?keywords=telescope&qid=1671541587&sr=8-283
Classic Marine Spy Glass Antique London 1857 R & J Beck Brass Binocular Collectibles Gift,,$46.10,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Classic-Marine-Antique-Binocular-Collectibles/dp/B0198F0U20/ref=sr_1_285?keywords=telescope&qid=1671541587&sr=8-285
Educational Insights Vega 600 Telescope,,$119.99,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/Educational-Insights-Vega-600-Telescope/dp/B0007COASY/ref=sr_1_286?keywords=telescope&qid=1671541587&sr=8-286
Pinty Rifle Scope 3-9x32 Rangefinder Illuminated Reflex Sight 4 Reticle Green Dot Laser Sight,,$115.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Pinty-3-9x32EG-Rangefinder-Illuminated-Reticle/dp/B01N1Z56E5/ref=sr_1_287?keywords=telescope&qid=1671541587&sr=8-287
"Telescope for Kids Adults Beginners, 70mm Aperture BAK4 Prism FMC Lens Astronomical Refractor Telescope 400mm Telescope for Astronomy with Smartphone Mount and Tripod to Explore Moon Planets",,$274.97,0%,No reviews,0,https://www.amazon.ca/Telescope-Beginners-Astronomical-Refractor-Smartphone/dp/B08MWCS3JY/ref=sr_1_288?keywords=telescope&qid=1671541587&sr=8-288
"MAI Be Strong and Courageous, Do Not Be Afraid Engraved Telescope for Kids - The Scripture Joshua 1:9 Engraved Gifts, Unique & Beautiful Giftable Spyglass Scope for Décor, Halloween, Christmas.",,$23.50,0%,No reviews,0,https://www.amazon.ca/MAI-Strong-Courageous-Engraved-Telescope/dp/B09MW7FHNZ/ref=sr_1_289?keywords=telescope&qid=1671541587&sr=8-289
"HUTACT 10x50 Military Binoculars, for Adults Compact Bird Watching, Built-in Compass and Range Finder, Large Field of Vision, BAK4 Prism FMC Lens Suitable for Hunting, Cross-Country and Travel",,$133.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/HUTACT-Military-Binoculars-Watching-Cross-Country/dp/B073PR4GX9/ref=sr_1_290?keywords=telescope&qid=1671541587&sr=8-290
Astromania SGCMOS Series Telescope CMOS Camera - Great Camera for auto-Guiding and Multiple Types of Astrophotography - Multicolour Imaging,,$244.07,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Astromania-SGCMOS-Telescope-CMOS-Camera/dp/B01HPW8MWI/ref=sr_1_291?keywords=telescope&qid=1671541587&sr=8-291
"NASA Lunar Telescope for Kids – 90x Magnification, Includes Two Eyepieces, Tabletop Tripod, Finder Scope, Full-Color Learning Guide, The Perfect STEM Gift for Viewing The Moon",,$128.82,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/NASA-Lunar-Telescope-Kids-Astronomer/dp/B081TLNB5B/ref=sr_1_292?keywords=telescope&qid=1671541587&sr=8-292
"Telescope for Adults Astronomy, 70mm Aperture and 700mm Professional Refractor Telescope for Kids and Astronomy Beginners, Portable Travel Telescopes with AZ Mount, Adjustable Tripod and Phone Adapter",,$443.04,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Telescope-Astronomy-Professional-Telescopes-Adjustable/dp/B0B1HCWLH5/ref=sr_1_294?keywords=telescope&qid=1671541587&sr=8-294
Celestron T-Adapter for Schmidt-Cassegrain Telescopes & T-Ring for Canon EOS-EF Mount Camera,,$90.94,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Celestron-T-Adapter-Schmidt-Cassegrain-Telescopes-T-Ring/dp/B07TMD2CW8/ref=sr_1_295?keywords=telescope&qid=1671541587&sr=8-295
Astromania Premium Dovetail Clamp for Telescopes and Cameras,,$105.08,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Astromania-Premium-Dovetail-Telescopes-Cameras/dp/B072BRSB86/ref=sr_1_296?keywords=telescope&qid=1671541587&sr=8-296
Astromania Tri-Finder Bracket,,$76.83,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Astromania-SKU_AM_ZBTF-Tri-Finder-Bracket/dp/B0140UAM9E/ref=sr_1_293?keywords=telescope&qid=1671541595&sr=8-293
"Aurosports Telescopes for Adults Astronomy - 70mm Aperture 500mm Astronomical Refractor Telescope, Professional Portable Outdoor Telescope for Kids Teens Beginners with Carry Bag,Phone Adapter,Tripod",,$182.65,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/Aurosports-Telescopes-Adults-Astronomy-Astronomical/dp/B0BG8Q8MPC/ref=sr_1_294?keywords=telescope&qid=1671541595&sr=8-294
Celestron Omni 2X Barlow Lens,,$63.00,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Celestron-Omni-2X-Barlow-Lens/dp/B00008Y0TM/ref=sr_1_295?keywords=telescope&qid=1671541595&sr=8-295
"Antique Designer Royal Vintage Unique Floor Standing Tripod Spyglass Telescope Brass Finish Solid Brass Marine Gift, 32"" inch",,$162.57,0%,No reviews,0,https://www.amazon.ca/Antique-Designer-Standing-Spyglass-Telescope/dp/B07Y6H7BJP/ref=sr_1_297?keywords=telescope&qid=1671541595&sr=8-297
1915 Retro Sailor Marine Telescope Copper Antique Royal Navy,$49.00,$45.00,-8.16%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Sailor-Marine-Telescope-Copper-Antique/dp/B01891Y5K2/ref=sr_1_298?keywords=telescope&qid=1671541595&sr=8-298
"Bestguarder Night Vision Binoculars, 4.5-22.5×40 HD Digital Infrared Hunting Scope Record 5mp Photo & 1280×720 Video with Sound by 4”Display Up to 400m/1300ft-Upgrade Version",,$428.99,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Bestguarder-Binoculars-4-5-22-5%C3%9740-Infrared-1300ft-Upgrade/dp/B07HGZH68R/ref=sr_1_299?keywords=telescope&qid=1671541595&sr=8-299
"Monocular Telescope 12X50 Outdoor Telescope with Smartphone Adapter for Stargazing, Birdwatching, Hunting, Dust-Proof, Waterproof HD Monocular for adults with Phone Holder and Metal Tripod By hd360pro",,$107.39,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Monocular-Stargazing-Birdwatching-Dust-Proof-Smartphone/dp/B094DJ7771/ref=sr_1_304?keywords=telescope&qid=1671541595&sr=8-304
"Digital Night Vision Binoculars, Infrared Night Vision Goggles 100% Dark Night Vision for Adults Spotting Hunting Use, with Photo and Video Capture, 32GB TF 2.3 Inches",,$169.99,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/Digital-Binoculars-Infrared-Goggles-Spotting/dp/B09MLPS571/ref=sr_1_306?keywords=telescope&qid=1671541595&sr=8-306
Handcrafted Telescope | with Box | Functional Vintage Replica Brass Nautical Antique Telescope | Brass Nautical Spyglass & Collectible Decor 15 Inches,,$57.83,0%,4.8 out of 5 stars,4.8,https://www.amazon.ca/Handcrafted-Telescope-Functional-Nautical-Collectible/dp/B09LHV58SF/ref=sr_1_307?keywords=telescope&qid=1671541595&sr=8-307
"Astronomical Telescope Accessory Kit,1.25 inch Plossl Telescope Eyepiece Set 4/10/25mm + 2X Barlow Lens Kit for Astronomy",$70.97,$66.38,-6.47%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Astronomical-Telescope-Accessory-Eyepiece-Astronomy/dp/B07WC8VWP6/ref=sr_1_313?keywords=telescope&qid=1671541595&sr=8-313
WekiiStar Astronomical Telescope Zoom 150X HD Educational Science Refractor Monocular Space Telescope with Tripod 300/70mm Spotting Scope for Kids Beginners,,$158.01,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/WekiiStar-Astronomical-Telescope-Educational-Refractor/dp/B09CTGVV6Q/ref=sr_1_314?keywords=telescope&qid=1671541595&sr=8-314
